,Time (ms),IP (A),1 4 7 10 R,1 4 7 10 Z
38,334.986601,11177.987305,0.09389214512871445,0.04804815005615542
39,335.0066,11442.387695,0.08252800473078335,0.04796190553792773
40,335.026599,11682.751953,0.07806445588448266,0.04535474405416797
41,335.046598,11932.731445,0.07622688441773237,0.04698367812767436
42,335.066597,12129.830078,0.07187791238199005,0.0434798415060679
43,335.086597,12307.699219,0.06838663836273651,0.04430711092257216
44,335.106596,12562.485352,0.06842246359650428,0.043339302451662065
45,335.126595,12774.005859,0.06370866852042266,0.04222134199182964
46,335.146594,12947.068359,0.0629070498094211,0.04168113200588287
47,335.166593,13043.213867,0.06695918498377054,0.042287544958386256
48,335.186593,13350.880859,0.06081476580581691,0.04156842804995016
49,335.206592,13572.015625,0.058253603753101846,0.04051980104125361
50,335.226591,13807.572266,0.05328570962997132,0.039642247123349614
51,335.24659,13980.634766,0.05313338029799236,0.0413563730178123
52,335.266589,14110.430664,0.05090609587945051,0.03759045958662634
53,335.286589,14394.061523,0.05321550181890286,0.03960641120769288
54,335.306588,14567.124023,0.05048620691249581,0.03796311467677477
55,335.326587,14696.919922,0.048603817238826806,0.03714415491984048
56,335.346586,14874.790039,0.04708702192123328,0.035854046073306674
57,335.366585,15014.201172,0.04923785922276838,0.03419995966152981
58,335.386585,15379.553711,0.04194678135875521,0.03721993158797745
59,335.406584,15581.459961,0.041487350107350454,0.03689354042292919
60,335.426583,15711.257813,0.03932928524472111,0.034658333243995434
61,335.446582,15783.366211,0.04313319854299001,0.034614680645156624
62,335.466581,16018.922852,0.03602137851295463,0.03423207936882535
63,335.486581,16259.288086,0.03819867818888591,0.03515683970805818
64,335.50658,16514.074219,0.03897336216661351,0.03531573047061333
65,335.526579,16653.484375,0.03394074203325276,0.034259756669119755
66,335.546578,16812.125,0.03406572474452357,0.03366150806110819
67,335.566577,17009.224609,0.03190442737425454,0.03256468981435826
68,335.586577,17158.25,0.033474402512311,0.031752056291425114
69,335.606576,17451.494141,0.02884943772256525,0.03389054755956571
70,335.626575,17658.207031,0.027855947490144736,0.03420586120378985
71,335.646574,17797.619141,0.028408837272826115,0.03351158405992643
72,335.666573,18066.826172,0.023382788603961174,0.033460899321848515
73,335.686573,18119.707031,0.025899721063081,0.03173055614944435
74,335.706572,18302.384766,0.0217067756294895,0.030770195218519657
75,335.726571,18489.867188,0.02526463721470587,0.0316691725946431
76,335.74657,18706.195313,0.01734884111160588,0.030848840578369008
77,335.766569,18941.751953,0.021002000564808374,0.03106725738194427
78,335.786569,19182.117188,0.020747483578552828,0.03339837979019992
79,335.806568,19292.683594,0.019325580918049257,0.03110620873496213
80,335.826567,19504.205078,0.016098284094637733,0.029963683815713835
81,335.846566,19547.46875,0.01470068079759819,0.029179790236287147
82,335.866565,19773.412109,0.016442896531930706,0.029820435666938365
83,335.886565,19932.052734,0.016183248056283683,0.02908997885208258
84,335.906564,20037.8125,0.019990061408793725,0.028460517369232288
85,335.926563,20292.599609,0.017687160661482196,0.030098825933275303
86,335.946562,20508.925781,0.01518113483679559,0.029704026903237105
87,335.966561,20648.337891,0.013531768106185976,0.02948003833997624
88,335.986561,20956.003906,0.01568251360007654,0.029134855201910007
89,336.00656,21071.378906,0.016664341142358194,0.028301126323625303
90,336.026559,21210.789063,0.011970354161054242,0.027169303716704216
91,336.046558,21369.429688,0.015682810955123985,0.026374278819918096
92,336.066557,21499.226563,0.010047715581022548,0.02662525945082449
93,336.086557,21686.708984,0.006952098307203725,0.027981867654231433
94,336.106556,21850.158203,0.00579809095831707,0.027405769645359037
95,336.126555,22056.871094,0.005003951538806631,0.02675271859174847
96,336.146554,22225.125,0.009132236518309356,0.026851597701431668
97,336.166553,22465.488281,0.005956719233977753,0.027564819281007704
98,336.186553,22652.972656,0.0046426492681591325,0.027312925699716606
99,336.206552,22744.3125,0.0064150188701556365,0.026193789882386617
100,336.226551,23008.710938,-5.548791802659214e-05,0.026490273738509564
101,336.24655,23234.654297,-0.003220980236246576,0.026124364292039036
102,336.266549,23422.138672,-0.0005260795590255885,0.025712385776281987
103,336.286549,23479.826172,0.0007142144908510173,0.025416913804796153
104,336.306548,23720.189453,-0.006160480943693203,0.02498158628509444
105,336.326547,23777.875,-0.001833304361753496,0.02391153729205029
106,336.346546,23974.974609,-0.0029725457138215783,0.024237761417483034
107,336.366545,24047.083984,0.00044110679414073595,0.02473708092407567
108,336.386545,24297.0625,0.0003134384252169997,0.02451062286300796
109,336.406544,24446.087891,-0.001470142715111783,0.024567554134942486
110,336.426543,24638.378906,-0.0010515366235383516,0.024910541473965247
111,336.446542,24830.669922,0.002714109832001696,0.02527858851839336
112,336.466541,25018.154297,-0.004070082261072305,0.024853931756952448
113,336.486541,25119.107422,-0.003036879573884127,0.023617923928656925
114,336.50654,25364.277344,-0.0034965533500766754,0.02408833180652022
115,336.526539,25619.064453,-0.0038728608743877485,0.02485887875842838
116,336.546538,25700.787109,-0.007791476159080657,0.02369034723380677
117,336.566537,25869.042969,-0.0056042445178272615,0.023770357793247196
118,336.586537,26099.791016,-0.007071163544371539,0.022092824898577154
119,336.606536,26181.513672,-0.007398338292222195,0.022030282420175646
120,336.626535,26373.804688,-0.009833763828662911,0.02213275857755478
121,336.646534,26460.337891,-0.007435960968245031,0.02259724978493635
122,336.666533,26542.060547,-0.009126039567431438,0.021711031916829104
123,336.686533,26825.689453,-0.012169661689972022,0.02351081364190328
124,336.706532,26830.496094,-0.010547090400640141,0.020856563625961857
125,336.726531,27066.052734,-0.010423413140667331,0.021792354955510445
126,336.74653,27171.8125,-0.01003868374175823,0.019971014814202676
127,336.766529,27330.453125,-0.01088411937807865,0.020969783741573794
128,336.786529,27551.587891,-0.011496246104484381,0.02120266842243248
129,336.806528,27734.265625,-0.011159792865847201,0.021262739019212686
130,336.826527,27878.482422,-0.011703271743110422,0.022469328421881683
131,336.846526,28094.808594,-0.013258765845803488,0.021887809358857934
132,336.866525,28291.908203,-0.011587090974996467,0.023054336015282274
133,336.886525,28445.740234,-0.013057203381756366,0.022061725117084728
134,336.906524,28671.681641,-0.01678488278815632,0.022187342716018053
135,336.926523,28815.900391,-0.015393323311085783,0.021273310172619186
136,336.946522,29008.191406,-0.017156923971794746,0.022485931198418532
137,336.966521,28863.972656,-0.012197658336157685,0.01884181811964993
138,336.986521,29061.070313,-0.01624696963535635,0.019285423971391758
139,337.00652,29354.314453,-0.017548519595441153,0.0202786488765909
140,337.026519,29402.388672,-0.016191453332505545,0.019542964657045817
141,337.046518,29594.679688,-0.019459346098356645,0.019646555895617816
142,337.066517,29753.318359,-0.020668344635011077,0.01908499016000642
143,337.086517,29859.078125,-0.016037961709780946,0.020204256311362287
144,337.106516,30027.333984,-0.020505637932351245,0.020179367104164438
145,337.126515,30315.767578,-0.020600275470891466,0.020160624739114695
146,337.146514,30296.541016,-0.019864169306959834,0.018994163519437533
147,337.166513,30445.564453,-0.017203525056950414,0.018285522241822685
148,337.186513,30647.470703,-0.02079038065588823,0.019839402184466597
149,337.206512,30743.615234,-0.023256573758950128,0.018662756494427807
150,337.226511,30897.449219,-0.02140198332367113,0.01941214026097557
151,337.24651,31070.509766,-0.022033300201589362,0.018588794379030132
152,337.266509,31190.689453,-0.020412529598648282,0.018359779455175848
153,337.286509,31349.330078,-0.023101145660401057,0.017776752619805557
154,337.306508,31570.464844,-0.020635508983211537,0.01873625948794219
155,337.326507,31671.416016,-0.02197462126047564,0.017953999780812916
156,337.346506,31955.046875,-0.022854556981577345,0.01861173796947451
157,337.366505,32056.0,-0.025267347753334307,0.018754088785105868
158,337.386505,32195.410156,-0.024354110915408178,0.01852529640036557
159,337.406504,32676.136719,-0.026060360596376037,0.020946563447063
160,337.426503,32455.0,-0.027420605371187012,0.01751184918840143
161,337.446502,32676.136719,-0.028846915496198305,0.017731186712452725
162,337.466501,32834.777344,-0.029227839520648086,0.016115719313083747
163,337.486501,32964.574219,-0.025746674991702745,0.017208923749679403
164,337.5065,33089.5625,-0.023589686310748786,0.016779074630269026
165,337.526499,33305.886719,-0.027832011564872472,0.019208715949274487
166,337.546498,33329.921875,-0.02597799879488455,0.019027298592254074
167,337.566497,33507.792969,-0.027198143752211662,0.018355967347176514
168,337.586497,33599.132813,-0.027730866213320826,0.016762045646379262
169,337.606496,33796.226563,-0.030223897744609235,0.015370216952131597
170,337.626495,33930.832031,-0.028676598533884184,0.015306021261855589
171,337.646494,34055.820313,-0.030178921134528025,0.015667713903287993
172,337.666493,34166.386719,-0.02878460826003182,0.016943730291227144
173,337.686493,34392.328125,-0.03219274307102668,0.016994194192474762
174,337.706492,34363.484375,-0.027112948767755912,0.016264190778950045
175,337.726491,34531.738281,-0.030212867943107125,0.015810925679057463
176,337.74649,34925.933594,-0.046054462543435454,0.017338874422641877
177,337.766489,34839.40625,-0.03178928747967469,0.01593787974561387
178,337.786489,34925.933594,-0.02990941142844955,0.013775862839180652
179,337.806488,35161.488281,-0.035484653904156255,0.01651756675905691
180,337.826487,35262.445313,-0.030345728760996005,0.016263794387892574
181,337.846486,35473.964844,-0.034817923789457694,0.015617625541938372
182,337.866485,35565.300781,-0.03558808368910463,0.015443907808409802
183,337.886485,35762.398438,-0.035237595193672394,0.015752281857387907
184,337.906484,35863.351563,-0.03226929881126814,0.015077921768438288
185,337.926483,35964.304688,-0.03605725331144824,0.014369331496592263
186,337.946482,36175.820313,-0.035612908449912106,0.014743375263572176
187,337.966481,36324.84375,-0.03442849799922093,0.01608274924672998
188,337.986481,36368.113281,-0.03296859207101066,0.013884146428422674
189,338.00648,36608.476563,-0.03363738095050137,0.01450763683601166
190,338.026479,36757.5,-0.03678329576737996,0.014694746129087792
191,338.046478,36940.175781,-0.031679368640844086,0.015515063198448533
192,338.066477,37060.355469,-0.03526450011224205,0.014477447917566135
193,338.086477,37257.453125,-0.03177765651815101,0.015298380729105136
194,338.106476,37507.429688,-0.03325491104408501,0.01660441634917957
195,338.126475,37526.660156,-0.03499443843974706,0.013014232812026516
196,338.146474,37714.144531,-0.03404431043583214,0.014637659072137942
197,338.166473,37853.554688,-0.03497377481739952,0.015123296892660823
198,338.186473,37896.820313,-0.032204940370152674,0.013442803804723924
199,338.206472,38132.375,-0.034238683076472515,0.013717781842656235
200,338.226471,38295.820313,-0.03802484921360952,0.015015231184495935
201,338.24647,38492.917969,-0.037281529313842265,0.014017378184593485
202,338.266469,38670.789063,-0.03454972530076228,0.013733246190729824
203,338.286469,38815.003906,-0.038639071159513316,0.013505119424247572
204,338.306468,38988.066406,-0.03822778221156828,0.014585516875569157
205,338.326467,39127.476563,-0.038167216907206064,0.014230647013714227
206,338.346466,39367.835938,-0.04015291357622122,0.015779780157369024
207,338.366465,39540.898438,-0.030047385623930695,0.019484141409849318
208,338.386465,39387.066406,-0.03891347558194452,0.01467668857844791
209,338.406464,39598.585938,-0.04065329355408845,0.014553833435693428
210,338.426463,39617.816406,-0.04215867036772872,0.010301201146768219
211,338.446462,39800.492188,-0.040084266680006975,0.010243573234892276
212,338.466461,40050.464844,-0.04795079110743122,0.013248150818328731
213,338.486461,40079.308594,-0.0413672889258867,0.012859461538364196
214,338.50646,40103.347656,-0.039696230114392855,0.013474862427399472
215,338.526459,40290.828125,-0.04133945591665075,0.01366252123537389
216,338.546458,40261.984375,-0.04140078548086376,0.01109101916069923
217,338.566457,40463.890625,-0.042224024914557734,0.010958496581341456
218,338.586457,40636.949219,-0.04185753768136541,0.012743231879798417
219,338.606456,40877.3125,-0.053870735117216295,0.01225009114961241
220,338.626455,40449.46875,-0.041574759633007885,0.007688595179121557
221,338.646454,40396.589844,-0.0327361215653916,0.007810268151576144
222,338.666453,40949.421875,-0.045619321250247924,0.011662302269858338
223,338.686453,41492.640625,-0.048951514173626975,0.014355700502840121
224,338.706452,41117.675781,-0.03593738101817889,0.008471765643431307
225,338.726451,41088.832031,-0.04416081938981095,0.006155984476148062
226,338.74645,41891.640625,-0.04026840154475342,0.014213038798489678
227,338.766449,42127.195313,-0.0444236198040657,0.014412600725854114
228,338.786449,41785.882813,-0.044373647128414795,0.010886162023477579
229,338.806448,42319.484375,-0.05467254057702217,0.012981022748234676
230,338.826447,42439.667969,-0.040482708119855354,0.012331747483077688
231,338.846446,42338.714844,-0.05161044663658554,0.011432948045393384
232,338.866445,42343.523438,-0.036741391559207054,0.010537162498516215
233,338.886445,42607.921875,-0.048804682336234584,0.013674176118293944
234,338.906444,42660.800781,-0.04401093813825496,0.010827001345747825
235,338.926443,43208.824219,-0.03979232874855462,0.015164922280946841
236,338.946442,42670.414063,-0.038996142760588104,0.008092339264806556
237,338.966441,43242.476563,-0.05268797452167562,0.011425923788500417
238,338.986441,43463.609375,-0.04961423554879876,0.012397243787946747
239,339.00644,43478.03125,-0.044234911448687936,0.010711329513265321
240,339.026439,43511.679688,-0.052363545622783864,0.010699500564667471
241,339.046438,44155.851563,-0.04891110167307125,0.014017676198240452
242,339.066437,43958.753906,-0.05116806712099445,0.011145373882496812
243,339.086437,43920.296875,-0.046593157852627604,0.009381430693168828
244,339.106436,44093.355469,-0.0456937197061702,0.009630244383156218
245,339.126435,44232.765625,-0.045994920675578255,0.01028062169559857
246,339.146434,44405.828125,-0.04354403300610074,0.010596919077022532
247,339.166433,44420.25,-0.037200051659125294,0.007150400853528536
248,339.186433,44583.695313,-0.05202112465475206,0.007717482030596028
249,339.206432,44819.246094,-0.04274212908401967,0.01054333982540094
250,339.226431,45054.804688,-0.05512378504369625,0.011056347402410559
251,339.24643,45117.296875,-0.04943109854498559,0.010705081148050653
252,339.266429,45434.574219,-0.062243368685280714,0.01159777456002318
253,339.286429,45367.273438,-0.048965474316702756,0.008715076119286496
254,339.306428,45458.609375,-0.04843637880636467,0.00951487359604088
255,339.326427,45569.179688,-0.05025538202779248,0.007231164351626785
256,339.346426,45751.851563,-0.049417312190358276,0.008282028653531536
257,339.366425,45593.214844,-0.04320011531376533,0.009048058355430091
258,339.386425,45992.214844,-0.049537761439261,0.007752757413909769
259,339.406424,46174.890625,-0.04997151597255012,0.009060929101012829
260,339.426423,46251.804688,-0.04672762343168099,0.010918567151805328
261,339.446422,46444.09375,-0.053787014785014964,0.00524082240522781
262,339.466421,46939.238281,-0.04402176777588224,0.016365115236813606
263,339.486421,46924.816406,-0.053513211761668206,0.006690581312008526
264,339.50642,46958.464844,-0.055137507982719325,0.004944749742023997
265,339.526419,46895.972656,-0.05102969728594284,0.009172634780668269
266,339.546418,46987.308594,-0.05412683708942151,0.0076202879748417445
267,339.566417,47069.035156,-0.051937574473622905,0.007863816924895049
268,339.586417,47203.636719,-0.05157643304132861,0.009607455510294858
269,339.606416,47189.214844,-0.051751376168508,0.008444449110599883
270,339.626415,47251.707031,-0.05469749956210035,0.006820816730845364
271,339.646414,47309.394531,-0.05435754770532464,0.006576312514852891
272,339.666413,47448.804688,-0.05230711335373198,0.00860927349227645
273,339.686413,47391.117188,-0.05391017050892899,0.007556779263325215
274,339.706412,47544.949219,-0.05299568832084248,0.007011611100426079
275,339.726411,47641.09375,-0.05522107534685344,0.007336924319640489
276,339.74641,47645.898438,-0.05074935762507446,0.007679896410624164
277,339.766409,47761.273438,-0.05382867351145382,0.006922654800210031
278,339.786409,47809.347656,-0.05185913847735821,0.00744932344676661
279,339.806408,47967.980469,-0.05297786580261607,0.00897669247156456
280,339.826407,48083.355469,-0.05533873791134944,0.008767295505995242
281,339.846406,48117.007813,-0.053765302074420485,0.007052101650267251
282,339.866405,48246.804688,-0.04985125522145542,0.008880053259856524
283,339.886405,48323.71875,-0.05251006502466299,0.009123825857871476
284,339.906404,48347.753906,-0.051064003952904086,0.007568255524199765
285,339.926403,48602.535156,-0.05398181269700411,0.00820275375532494
286,339.946402,48636.1875,-0.05437698245737879,0.007613972097054215
287,339.966401,48689.066406,-0.05778087360554299,0.006728826352080598
288,339.986401,48799.636719,-0.05612721028001766,0.0066986573796962694
289,340.0064,48967.886719,-0.05710714962528182,0.006753641323259556
290,340.026399,49068.835938,-0.05337435765225754,0.008109742208106112
291,340.046398,49088.066406,-0.05244541380119702,0.00701873072315809
292,340.066397,49265.933594,-0.053434463459881454,0.0070996180288521
293,340.086397,49342.851563,-0.05552959228044657,0.0063782916741485125
294,340.106396,49463.03125,-0.0542816929208991,0.007365912384195499
295,340.126395,49539.945313,-0.05596384032946669,0.00642745751490883
296,340.146394,49669.738281,-0.05419794872857642,0.006840809632873121
297,340.166393,49789.921875,-0.05329533257090274,0.00807494721809887
298,340.186393,49881.257813,-0.05497045754801291,0.006107663647577198
299,340.206392,50078.355469,-0.05751746119965509,0.006990046091230195
300,340.226391,50112.003906,-0.056337196423247776,0.006831572646828408
301,340.24639,50212.957031,-0.055030780359756726,0.006507371670192714
302,340.266389,50342.75,-0.056588251675636275,0.0076560912494201515
303,340.286389,50438.894531,-0.05447708875733226,0.007216114296295872
304,340.306388,50535.039063,-0.056624808222779044,0.006401658713295668
305,340.326387,50592.722656,-0.057476295596722765,0.005228248805335621
306,340.346386,50785.011719,-0.05543333215451676,0.006164109979397883
307,340.366385,50861.929688,-0.05368130150288608,0.006731003623948091
308,340.386385,50905.195313,-0.05482498059983423,0.006609543167978216
309,340.406384,51034.988281,-0.05447926099331182,0.005865135194266801
310,340.426383,51145.554688,-0.054389731826512244,0.005176758158727497
311,340.446382,51270.542969,-0.0560750620208976,0.0045731130022017424
312,340.466381,51429.179688,-0.05690789653519232,0.0054609748943411675
313,340.486381,51515.710938,-0.05558247542384112,0.006320510969066985
314,340.50638,51539.746094,-0.05210324014168011,0.0049429081459172524
315,340.526379,51746.457031,-0.05526078893042902,0.004014244053031879
316,340.546378,51890.671875,-0.056251628135929765,0.0057082620465906736
317,340.566377,51929.128906,-0.054308371993420895,0.005558177319841818
318,340.586377,52068.539063,-0.059074316120219406,0.0046433434413759005
319,340.606376,52164.683594,-0.05586233852109762,0.005986799743690659
320,340.626375,52299.285156,-0.05511269178511238,0.005637219525604062
321,340.646374,52361.78125,-0.05532919784029916,0.004854003152428409
322,340.666373,52534.839844,-0.056843997665417034,0.0057123768501050574
323,340.686373,52655.015625,-0.057181007039588005,0.005479771800835016
324,340.706372,52755.96875,-0.05669851129285611,0.005008820425954467
325,340.726371,52904.992188,-0.05664245234919732,0.005260543250061933
326,340.74637,53025.171875,-0.05652628443785074,0.004605591585547541
327,340.766369,53126.125,-0.055717255603019905,0.00411870025829384
328,340.786369,53299.183594,-0.05729285103595158,0.004441297274741914
329,340.806368,53438.59375,-0.05828264016676382,0.005099192579007029
330,340.826367,53443.402344,-0.057225584533269064,0.0037697201958464027
331,340.846366,53616.460938,-0.05773431379823407,0.004252324041689365
332,340.866365,53755.867188,-0.05678582370667931,0.004636467894558848
333,340.886365,53827.976563,-0.05706104007225943,0.00406797733382057
334,340.906364,54029.878906,-0.0562007610373301,0.004641566108169589
335,340.926363,54077.949219,-0.05559283488508143,0.0037670095628547853
336,340.946362,54241.398438,-0.057159875003897465,0.0037678342382183086
337,340.966361,54313.503906,-0.0535174595416916,0.004427161811031741
338,340.986361,54448.105469,-0.05921458289169429,0.0037416939156048054
339,341.00636,54539.441406,-0.0571184273329306,0.0027562201187940286
340,341.026359,54654.816406,-0.057022069904240746,0.0027925991220805056
341,341.046358,54722.117188,-0.05601510370754348,0.0047801867061960735
342,341.066357,54803.839844,-0.05630707110980715,0.003923354238598915
343,341.086357,55039.390625,-0.06148214226990273,0.003547010193688793
344,341.106356,55164.378906,-0.057167483885353365,0.0034138231420920346
345,341.126355,55173.996094,-0.0564556734013503,0.0028510320850796563
346,341.146354,55351.859375,-0.059415608377065665,0.0029939442899970014
347,341.166353,55423.964844,-0.05691513169687187,0.0027990230772913793
348,341.186353,55587.414063,-0.05802623267554172,0.0031508142350226906
349,341.206352,55621.0625,-0.057267457780547426,0.0023896384608763773
350,341.226351,55722.011719,-0.0545595769146055,0.0027465970831601584
351,341.24635,55774.890625,-0.05549489503408436,0.0031611976874834397
352,341.266349,55943.144531,-0.058733036202632816,0.002031377042531271
353,341.286349,56058.515625,-0.05909035622358988,0.0016191815647908503
354,341.306348,56169.082031,-0.05833204659374494,0.0016375714219725836
355,341.326347,56318.105469,-0.058159114307635984,0.00172013364449351
356,341.346346,56443.089844,-0.056822801691248315,0.0016193126382349635
357,341.366345,56529.621094,-0.058855241745012665,0.002113375605213919
358,341.386345,56592.113281,-0.05579256633198634,0.0026608202023418806
359,341.406344,56654.609375,-0.05752929752025365,0.0021378961428268626
360,341.426343,56827.664063,-0.057459697471455934,0.0009675757545057903
361,341.446342,56933.425781,-0.05933699694877734,0.0009494021438148869
362,341.466341,57043.992188,-0.05852039225581293,0.0016482052652086728
363,341.486341,57183.398438,-0.05850108456352529,0.0018635891369001073
364,341.50634,57260.3125,-0.05682521081875455,0.0016941173834649917
365,341.526339,57346.84375,-0.058479597512962056,0.0008690267291376686
366,341.546338,57471.832031,-0.057981273905259645,0.0009486895610397552
367,341.566337,57543.9375,-0.05803588475837379,2.4274310685362367e-05
368,341.586337,57760.261719,-0.059538850484809946,0.0004923238416699355
369,341.606336,57803.523438,-0.0580117082725288,0.0011857171440447596
370,341.626335,57904.476563,-0.06032079803513696,0.0010604225256672902
371,341.646334,58015.042969,-0.06018308226075819,-5.929931261098521e-05
372,341.666333,58096.765625,-0.059894908485318865,0.00023574174328632288
373,341.686333,58279.4375,-0.06134044054222071,0.001336738533671549
374,341.706332,58265.015625,-0.05686995109785872,0.0004382428249780539
375,341.726331,58341.929688,-0.057500793011843854,0.00044076798511917087
376,341.74633,58442.882813,-0.0588878644939049,0.0011917802116126037
377,341.766329,58519.796875,-0.05971230665556279,-9.778308439987725e-05
378,341.786329,58630.359375,-0.0575442741544801,0.0004915966242161949
379,341.806328,58712.085938,-0.05830103460969799,0.0007497769572337107
380,341.826327,58789.0,-0.061144614518635815,-0.0011082646165573775
381,341.846326,58880.335938,-0.05918767862033639,-0.0019513150103060792
382,341.866325,58957.25,-0.05779354302031092,-0.0004987392650003389
383,341.886325,59067.8125,-0.059375186509599415,-0.00013513967375752286
384,341.906324,59063.007813,-0.05935475933652551,-0.0016361986900966237
385,341.926323,59135.117188,-0.05766455401197437,-0.0015640969483898637
386,341.946322,59255.296875,-0.05748529841541308,-0.0009910226743253666
387,341.966321,59327.402344,-0.05837878396395052,-0.0018840274273255273
388,341.986321,59399.511719,-0.05847003015372451,-0.0016477090836803366
389,342.00632,59538.917969,-0.059855395810471806,-0.00041014469946566565
390,342.026319,59548.535156,-0.057813977291733626,-0.000360417187634262
391,342.046318,59601.414063,-0.0567029654040099,-0.001243643196298316
392,342.066317,59784.085938,-0.060194599137950916,-0.0024649868657609674
393,342.086317,59846.578125,-0.058310907701983744,-0.0013035828700121395
394,342.106316,59909.074219,-0.05827695685633891,-0.00101434212333098
395,342.126315,59961.953125,-0.060152787975641414,-0.0033760604721282303
396,342.146314,60168.65625,-0.06122792284682571,-0.002758801032420349
397,342.166313,60125.390625,-0.05729342857637679,-0.001023703165337442
398,342.186313,60178.269531,-0.05864125382780311,-0.0013891342324644225
399,342.206312,60360.945313,-0.0630644524194284,-0.0015036567873629527
400,342.226311,60341.71875,-0.059308481147017644,-0.003058991901269337
401,342.24631,60457.089844,-0.0599655968412135,-0.0017873017205595472
402,342.266309,60404.210938,-0.055399713591486294,-0.0016348463885838508
403,342.286309,60601.308594,-0.05920016597471764,-0.0020881494186093556
404,342.306308,60702.253906,-0.059585990804503774,-0.00280115030136575
405,342.326307,60750.324219,-0.06058371044553157,-0.0026806996661059503
406,342.346306,60856.082031,-0.05740582831081528,-0.0016665525562809596
407,342.366305,60908.960938,-0.05744332906244248,-0.0019935450636987657
408,342.386305,60976.265625,-0.059799530211556734,-0.0034118989153290712
409,342.406304,61057.984375,-0.05819240944904924,-0.0028218395101521467
410,342.426303,61106.058594,-0.056855239177590555,-0.0018921628257670155
411,342.446302,61168.550781,-0.056460202737947635,-0.0026696434603503023
412,342.466301,61283.925781,-0.056984949154886694,-0.0027646597322319656
413,342.486301,61365.644531,-0.06128648934276376,-0.004597500442227342
414,342.5063,61432.941406,-0.05689379437053119,-0.0037041357748049415
415,342.526299,61505.054688,-0.056141869412793366,-0.002100413543509658
416,342.546298,61615.621094,-0.0599593428613987,-0.0020867489403949124
417,342.566297,61620.425781,-0.058093605690674566,-0.003521295427432351
418,342.586297,61644.457031,-0.0552507169930361,-0.0032063940079026295
419,342.606296,61673.304688,-0.05582885373275048,-0.004128695404102703
420,342.626295,61793.480469,-0.05569742172899772,-0.003768617163735675
421,342.646294,61865.59375,-0.058376173756038624,-0.003881334640649782
422,342.666293,61990.578125,-0.05847781374755284,-0.005098397950160989
423,342.686293,62000.191406,-0.054765496294119254,-0.003742713944490724
424,342.706292,62125.175781,-0.05782364618117697,-0.0034561426752833155
425,342.726291,62139.601563,-0.057413484415630406,-0.004452702844165935
426,342.74629,62221.320313,-0.0583450136353619,-0.006059113351519656
427,342.766289,62360.730469,-0.05986092280608013,-0.004542152678738503
428,342.786289,62403.996094,-0.0559865438274047,-0.004154385942039001
429,342.806288,62413.609375,-0.05734617823928878,-0.004458509704440148
430,342.826287,62509.753906,-0.05705302345100452,-0.004884577146300098
431,342.846286,62504.945313,-0.05583659269274979,-0.0061492774297836434
432,342.866285,62711.65625,-0.05698437666238676,-0.004754105407840921
433,342.886285,62798.179688,-0.056202905072053694,-0.003851539741525111
