,time,x0,x0 err,y0,y0 err,r,r err
0,336.0,-0.030647036414025997,0.014941535631389728,0.0004388144333184019,0.027526477074974576,0.350586939679908,0.014791050690278022
1,337.0,-0.03511824188489876,0.008838508695057984,-0.008792715601870218,0.02125981171388693,0.34628794213484404,0.008476877311483133
2,338.0,-0.0645946890400213,0.026474377484169753,0.08550245106964934,0.09687751217984718,0.3123260965924012,0.019638015999414907
3,339.0,-0.12888770914442782,0.06357883462528903,0.11804605751892837,0.18590783660567015,0.2541749624420367,0.10465058670375348
4,340.0,-0.15274030065364042,0.011208773431196395,0.018157768487006377,0.0206306622074251,0.2190179285865759,0.010598263868550893
5,341.0,-0.14127501144957955,0.010026035282272569,0.007225590495212385,0.041618430133896385,0.2089718874184569,0.010353749781109799
6,342.0,-0.12826209089703156,0.010447044832136093,0.017067480838799443,0.020949062016737543,0.22537738431073878,0.009706342248747422
7,343.0,-0.13639036777593083,0.012202108940064928,0.035567633666070214,0.02989200142273722,0.21607682381684215,0.01157980722817043
8,344.0,-0.12131093088189082,0.00979950443942875,0.043648730214986636,0.018197274618766628,0.2307149631697243,0.009160694063185627
9,345.0,-0.12274005373160157,0.009497939429815243,0.018871994618364123,0.014893702601879891,0.2535907360220693,0.007500107744805051
10,346.0,-0.04306401183294073,0.02002503704207734,0.036255219870073734,0.035248584244850535,0.3299347569774416,0.011283485321021015
11,347.0,-0.04298514852769575,0.0061130461492949735,0.06909758698731977,0.011904708726151349,0.3390971446318627,0.005860623810563368
