,time,x0,x0 err,y0,y0 err,r,r err
0,336.0,-0.07302467223598696,0.03493353013334333,0.004000876969800694,0.04540877201711708,0.16452774642934107,0.027037605394427518
1,337.0,-0.08131370448324027,0.06459089766968552,-0.010338235908300056,0.08956097770247909,0.16070957241240036,0.06171565024068574
2,338.0,0.04150192583305368,0.015338489080128685,0.0031255295627305867,0.02741925816425391,0.25323380849004207,0.010100597444016007
3,339.0,0.043610956243360643,0.017506511669485088,-0.023320719398112127,0.0437359881334136,0.2500555058685297,0.017734816027070492
4,340.0,0.03311713061751187,0.021987755660542212,0.021609056307434933,0.0845348377320404,0.25238501519305717,0.01781807531387841
5,341.0,-0.06749320862340147,0.032429134694856955,0.09537595194070442,0.04138890151029283,0.2770541546976468,0.0229290028852287
6,342.0,-0.11286679821325296,0.03281234351636111,-0.012146554811391465,0.03190510657553011,0.19210243389186218,0.026515708080537024
7,343.0,-0.00011347080150025945,0.035859045008871056,-0.006062498860268597,0.01947494636185132,0.29472549985938373,0.03222464865747794
8,344.0,-0.12021759757929162,0.061963462165771366,0.026299308224665842,0.03757412075736394,0.1945648658056188,0.053123454894710355
9,345.0,-0.09937063503708754,0.03334415334800863,0.009029529643816678,0.042165625439454305,0.17944835038457005,0.03161997704272529
10,346.0,-0.09324845331403708,0.03214757206548712,0.02573244901399683,0.024419244828851053,0.2100867752383849,0.027268233871511373
11,347.0,-0.08378273255748014,0.01485624648672313,0.039195973293213636,0.03607147442186101,0.23786857088458022,0.013964743721754045
12,348.0,-0.017323432754832724,0.01586660640760929,0.004091348681790076,0.02865628874282046,0.25198206658116323,0.014686342579457999
13,349.0,-0.017235586197547836,0.013433578416407034,0.012311565840135949,0.01853393507782374,0.2599880438631156,0.012033356936911101
