TIME,IP1,IV1,IV2
0.0,20.278896,11.555119,0.045777034
0.02,-18.179356,-20.651823,-0.114105515
0.04,-8.564792,10.593717,0.045777034
0.06,-42.215763,-43.40498,-0.4338706
0.08,-13.372073,31.263847,0.5254247
0.099999994,-3.7575107,6.5878778,0.5254247
0.12,1.049771,-7.352441,-0.114105515
0.14,-8.564792,-14.402717,-0.114105515
0.16,1.049771,6.7481112,-0.7536357
0.17999999,-18.179356,28.860344,-0.7536357
0.19999999,20.278896,11.875586,-0.114105515
0.22,39.508022,44.563236,0.045777034
0.24,5.857053,-4.3080034,-0.114105515
0.26,-18.179356,10.433483,-0.2739881
0.28,15.471616,-51.096188,-0.2739881
0.29999998,15.471616,-15.844818,0.045777034
0.32,5.857053,-31.707935,0.20565958
0.34,-32.6012,-10.877579,-0.4338706
0.35999998,-13.372073,42.159733,0.36554214
0.38,-22.986637,-12.960614,-0.2739881
0.39999998,-3.7575107,21.0089,-0.4338706
0.42,-8.564792,-2.7056682,-0.4338706
0.44,1.049771,11.715352,0.20565958
0.45999998,1.049771,20.528198,0.36554214
0.48,5.857053,-2.7056682,0.5254247
0.5,-47.023045,-79.13704,-0.4338706
0.52,-27.793919,0.6592364,-0.114105515
0.53999996,15.471616,-29.304434,-0.114105515
0.56,5.857053,-30.426067,0.36554214
0.58,10.664334,13.157454,-0.114105515
0.59999996,5.857053,33.827583,0.045777034
0.62,10.664334,-7.0319734,-0.4338706
0.64,-18.179356,-0.14193134,-0.114105515
0.65999997,1.049771,-12.960614,0.045777034
0.68,15.471616,-12.159447,-1.0734009
0.7,25.08618,-1.7442669,0.20565958
0.71999997,-8.564792,-8.474075,-0.114105515
0.74,1.049771,-22.254158,-0.2739881
0.76,-22.986637,-2.0647337,0.36554214
0.78,15.471616,-1.2635663,-0.114105515
0.79999995,25.08618,-29.304434,-0.2739881
0.82,39.508022,-13.441315,0.045777034
0.84,-27.793919,50.812347,0.20565958
0.85999995,15.471616,5.9469438,0.045777034
0.88,-13.372073,-22.254158,-0.2739881
0.9,82.77356,-67.27977,-0.4338706
0.91999996,29.893461,-17.76762,-0.2739881
0.94,20.278896,-1.1033326,0.045777034
0.96,-27.793919,11.875586,0.20565958
0.97999996,20.278896,-6.0705724,-0.114105515
1.0,15.471616,23.252169,0.045777034
1.02,-13.372073,-5.429638,0.20565958
1.04,1.049771,-2.385201,-0.2739881
1.06,1.049771,-0.7828655,0.36554214
1.0799999,-13.372073,12.99722,-0.114105515
1.1,10.664334,0.81947,0.045777034
1.12,63.54443,-29.624899,0.045777034
1.14,-18.179356,-3.1863687,-0.2739881
1.16,-18.179356,-9.115009,-0.4338706
1.18,-22.986637,35.10945,-0.59375316
1.1999999,-8.564792,14.920023,-0.114105515
1.22,5.857053,-20.651823,0.045777034
1.24,-27.793919,-29.304434,0.36554214
1.26,-32.6012,21.4896,0.20565958
1.28,-3.7575107,2.7422726,0.045777034
1.3,29.893461,22.931702,-0.114105515
1.3199999,-13.372073,-4.3080034,-0.4338706
1.3399999,1.049771,-53.339455,0.045777034
1.36,20.278896,-12.31968,-0.4338706
1.38,-3.7575107,-15.684585,-0.59375316
1.4,1.049771,21.169132,0.36554214
1.42,5.857053,-4.7887044,-0.114105515
1.4399999,25.08618,4.3446083,-0.2739881
1.4599999,5.857053,-6.8717403,0.36554214
1.48,5.857053,-10.557112,0.045777034
1.5,20.278896,-12.960614,0.36554214
1.52,-8.564792,18.445162,0.5254247
1.54,5.857053,-19.530188,0.20565958
1.56,-18.179356,-2.2249672,-0.2739881
1.5799999,-3.7575107,-15.844818,0.36554214
1.5999999,-3.7575107,39.756226,0.5254247
1.62,-27.793919,-4.3080034,0.20565958
1.64,1.049771,-0.9430991,-0.114105515
