TIME,IP1,IV1,IV2
0.0,25.08618,6.908345,0.045777034
0.02,-3.7575107,-16.005053,0.20565958
0.04,68.35171,-3.827303,0.20565958
0.06,10.664334,30.622915,0.36554214
0.08,1.049771,21.0089,0.20565958
0.099999994,-27.793919,23.893103,0.8451898
0.12,15.471616,-14.883417,0.20565958
0.14,-3.7575107,-22.254158,0.20565958
0.16,-27.793919,20.047497,0.045777034
0.17999999,-27.793919,12.035819,-0.114105515
0.19999999,-8.564792,66.19477,0.5254247
0.22,1.049771,-11.037811,-0.114105515
0.24,49.122585,13.958622,0.20565958
0.26,49.122585,1.9411048,-0.59375316
0.28,10.664334,12.196053,0.20565958
0.29999998,15.471616,14.599556,0.68530726
0.32,20.278896,30.94338,0.8451898
0.34,25.08618,-28.503265,0.045777034
0.35999998,-3.7575107,3.3832066,-0.4338706
0.38,5.857053,29.501278,0.20565958
0.39999998,10.664334,19.887262,0.045777034
0.42,-8.564792,4.9855423,-0.2739881
0.44,5.857053,-0.7828655,-0.4338706
0.45999998,34.700745,17.96446,-0.59375316
0.48,15.471616,0.81947,0.045777034
0.5,-13.372073,17.163294,0.36554214
0.52,5.857053,-27.38163,0.045777034
0.53999996,5.857053,-28.823734,0.045777034
0.56,87.58084,-13.281082,0.045777034
0.58,-32.6012,-12.159447,0.045777034
0.59999996,-13.372073,36.23109,0.045777034
0.62,-18.179356,3.5434403,0.045777034
0.64,5.857053,-49.013153,-0.2739881
0.65999997,-13.372073,-14.723184,-0.114105515
0.68,20.278896,4.504842,0.20565958
0.7,-75.86674,12.356286,1.3248374
0.71999997,20.278896,12.035819,0.20565958
0.74,-8.564792,9.472081,0.045777034
0.76,-18.179356,-13.281082,0.20565958
0.78,5.857053,-0.7828655,0.20565958
0.79999995,-3.7575107,15.400723,0.68530726
0.82,10.664334,-3.9875362,0.045777034
0.84,-13.372073,9.151615,-0.114105515
0.85999995,-32.6012,8.991381,0.20565958
0.88,20.278896,8.831148,0.20565958
0.9,-61.44489,9.952783,-0.114105515
0.91999996,-18.179356,-26.42023,0.36554214
0.94,-3.7575107,8.02998,0.20565958
0.96,29.893461,-12.960614,0.20565958
0.97999996,44.315308,76.60996,0.045777034
1.0,-22.986637,-16.80622,-0.2739881
1.02,39.508022,7.8697467,0.045777034
1.04,39.508022,-3.1863687,0.36554214
1.06,1.049771,2.5820389,0.8451898
1.0799999,10.664334,11.234652,0.68530726
1.1,1.049771,-10.877579,-0.4338706
1.12,-8.564792,-1.5840333,0.20565958
1.14,-13.372073,24.213572,0.045777034
1.16,20.278896,25.335205,-0.114105515
1.18,-18.179356,-7.352441,0.045777034
1.1999999,5.857053,-14.242482,-0.2739881
1.22,-71.05945,7.549279,0.045777034
1.24,25.08618,2.4218054,-0.2739881
