TIME,IP1,IV1,IV2
0.0,29.893461,-18.729021,-0.114105515
0.02,-8.564792,1.3001705,0.20565958
0.04,25.08618,1.7808713,0.045777034
0.06,-27.793919,-12.960614,-0.114105515
0.08,15.471616,1.4604042,0.045777034
0.099999994,49.122585,-1.1033326,-0.2739881
0.12,49.122585,7.228812,-0.114105515
0.14,-8.564792,4.3446083,0.5254247
0.16,1.049771,-2.2249672,-0.114105515
0.17999999,-8.564792,5.78671,0.20565958
0.19999999,-18.179356,11.234652,0.045777034
0.22,-22.986637,6.4276443,0.36554214
0.24,10.664334,-3.3466022,0.36554214
0.26,-104.71042,10.27325,0.045777034
0.28,15.471616,-3.1863687,0.045777034
0.29999998,15.471616,-3.1863687,-0.114105515
0.32,-66.25217,0.33876932,0.20565958
0.34,5.857053,-3.1863687,0.045777034
0.35999998,-3.7575107,11.234652,0.045777034
0.38,-3.7575107,14.599556,0.20565958
0.39999998,-66.25217,18.605394,0.5254247
0.42,-8.564792,-0.9430991,-0.2739881
0.44,5.857053,5.78671,0.20565958
0.45999998,53.92987,14.920023,0.36554214
0.48,-37.40848,8.350447,0.20565958
0.5,-32.6012,6.1071773,0.045777034
0.52,25.08618,-3.1863687,-0.4338706
0.53999996,82.77356,-5.589872,0.045777034
0.56,58.737152,-5.910339,-0.114105515
0.58,10.664334,0.17853576,0.5254247
0.59999996,44.315308,-3.9875362,-0.2739881
0.62,15.471616,0.6592364,0.045777034
0.64,-37.40848,3.8639073,0.5254247
0.65999997,-22.986637,6.4276443,0.20565958
0.68,-3.7575107,6.4276443,0.045777034
0.7,-13.372073,-4.14777,0.045777034
0.71999997,5.857053,-10.717345,0.20565958
0.74,-8.564792,2.1013381,0.36554214
0.76,-3.7575107,-0.62263197,-0.2739881
0.78,5.857053,1.139937,0.045777034
0.79999995,-3.7575107,3.2229733,1.164955
0.82,5.857053,8.831148,0.5254247
0.84,25.08618,0.17853576,0.20565958
0.85999995,-51.830326,8.190214,0.20565958
0.88,-22.986637,9.151615,-0.114105515
0.9,-8.564792,7.8697467,0.045777034
0.91999996,-8.564792,-2.0647337,-0.114105515
0.94,-22.986637,1.139937,0.20565958
0.96,-22.986637,9.311849,0.36554214
0.97999996,-27.793919,0.49900287,0.5254247
1.0,58.737152,-14.242482,-0.114105515
1.02,-8.564792,3.2229733,0.20565958
1.04,77.96628,-12.800381,0.20565958
1.06,29.893461,6.2674108,-0.114105515
1.0799999,-13.372073,8.831148,-0.114105515
1.1,10.664334,-2.2249672,-0.114105515
1.12,-22.986637,-2.8659017,0.045777034
1.14,5.857053,9.952783,0.36554214
1.16,58.737152,-13.281082,0.045777034
1.18,-56.637608,-18.088087,0.20565958
1.1999999,53.92987,2.261572,-0.114105515
1.22,-18.179356,-3.6670694,-0.114105515
1.24,-8.564792,-7.352441,-0.114105515
1.26,63.54443,-6.711507,0.045777034
1.28,-3.7575107,8.510681,-0.114105515
1.3,-8.564792,0.9797035,-0.59375316
1.3199999,-37.40848,3.0627398,0.20565958
1.3399999,20.278896,1.139937,0.36554214
1.36,1.049771,4.9855423,0.36554214
1.38,-32.6012,5.6264763,0.045777034
1.4,-3.7575107,-1.7442669,0.20565958
1.42,-13.372073,5.9469438,0.20565958
1.4399999,-3.7575107,0.17853576,0.045777034
1.4599999,73.159,-23.856495,-0.59375316
1.48,-3.7575107,5.145776,0.045777034
1.5,15.471616,1.139937,-0.114105515
1.52,39.508022,0.33876932,0.36554214
1.54,-3.7575107,0.9797035,-0.114105515
1.56,-18.179356,2.4218054,0.20565958
1.5799999,29.893461,-0.7828655,0.045777034
1.5999999,-3.7575107,-0.9430991,-0.114105515
1.62,1.049771,-14.883417,-0.114105515
1.64,15.471616,-14.242482,-0.2739881
1.66,-13.372073,9.472081,-0.2739881
1.68,-8.564792,-6.0705724,0.045777034
1.6999999,29.893461,-6.8717403,0.20565958
1.7199999,-75.86674,-2.8659017,0.36554214
1.74,-13.372073,2.1013381,-0.2739881
1.76,25.08618,-11.518513,-0.4338706
1.78,-32.6012,9.792548,0.045777034
1.8,25.08618,-15.524351,-0.2739881
1.8199999,-3.7575107,0.33876932,0.5254247
1.8399999,10.664334,6.4276443,0.045777034
1.86,20.278896,-2.2249672,0.20565958
1.88,1.049771,-0.30216488,0.045777034
1.9,-32.6012,-0.30216488,0.20565958
1.92,-66.25217,-7.192207,-0.114105515
1.9399999,-3.7575107,-6.8717403,-0.114105515
1.9599999,-42.215763,0.33876932,0.20565958
1.9799999,5.857053,-2.385201,-0.114105515
2.0,-27.793919,1.139937,-0.2739881
2.02,1.049771,7.8697467,0.045777034
2.04,1.049771,1.6206378,-0.114105515
2.06,-8.564792,3.7036738,0.20565958
2.08,5.857053,-7.192207,-0.114105515
2.1,-71.05945,5.3060093,0.045777034
2.12,1.049771,1.139937,0.20565958
2.1399999,1.049771,-2.385201,-0.2739881
2.1599998,1.049771,0.17853576,-0.2739881
2.18,-8.564792,-1.5840333,0.20565958
2.2,-37.40848,1.4604042,-0.2739881
