TIME,IP1,IV1,IV2
0.0,5.857053,12.51652,0.045777034
0.02,10.664334,31.424084,-0.114105515
0.04,25.08618,-15.684585,0.36554214
0.06,-3.7575107,-6.0705724,0.36554214
0.08,1.049771,-7.192207,0.045777034
0.099999994,-3.7575107,-4.14777,0.045777034
0.12,1.049771,-0.7828655,0.045777034
0.14,-18.179356,-23.375792,-0.114105515
0.16,15.471616,-18.248322,0.5254247
0.17999999,20.278896,-30.5863,0.8451898
0.19999999,-8.564792,5.78671,0.20565958
0.22,29.893461,-9.275244,0.045777034
0.24,5.857053,-42.603813,-0.2739881
0.26,25.08618,9.632316,0.36554214
0.28,20.278896,20.207731,0.5254247
0.29999998,97.195404,-4.14777,0.5254247
0.32,10.664334,-1.4237996,0.8451898
0.34,-18.179356,-40.52078,0.20565958
0.35999998,-32.6012,17.163294,0.5254247
0.38,-13.372073,-0.9430991,0.68530726
0.39999998,-3.7575107,-29.1442,0.68530726
0.42,10.664334,-10.236644,0.045777034
0.44,5.857053,-13.120848,-0.2739881
0.45999998,29.893461,6.908345,0.20565958
0.48,10.664334,19.086096,-0.114105515
0.5,87.58084,28.860344,-0.114105515
0.52,44.315308,-33.310272,0.20565958
0.53999996,5.857053,-22.895092,0.8451898
0.56,-3.7575107,-5.429638,0.8451898
0.58,10.664334,2.5820389,0.36554214
0.59999996,-8.564792,9.311849,-0.2739881
0.62,44.315308,24.854506,-0.2739881
0.64,-22.986637,-7.0319734,0.045777034
0.65999997,1.049771,2.1013381,0.20565958
0.68,15.471616,-32.82957,-0.114105515
0.7,5.857053,-13.441315,-0.114105515
0.71999997,63.54443,-3.026135,0.36554214
0.74,20.278896,18.284927,0.045777034
0.76,25.08618,-10.717345,0.20565958
0.78,1.049771,-17.286919,0.68530726
0.79999995,-42.215763,-6.0705724,0.5254247
0.82,10.664334,1.139937,-0.114105515
0.84,-51.830326,-8.634309,0.20565958
0.85999995,-27.793919,36.391323,0.045777034
0.88,-13.372073,5.3060093,0.045777034
0.9,1.049771,-55.422493,0.20565958
0.91999996,-8.564792,4.184375,0.20565958
0.94,92.38812,6.1071773,0.045777034
0.96,-47.023045,62.82987,0.68530726
0.97999996,5.857053,8.350447,0.045777034
1.0,-3.7575107,-2.0647337,0.20565958
1.02,-8.564792,-8.313842,-0.114105515
1.04,44.315308,-24.657661,0.20565958
1.06,-13.372073,-1.9045002,0.68530726
1.0799999,10.664334,11.234652,0.20565958
1.1,-56.637608,37.51296,0.20565958
1.12,20.278896,35.75039,0.68530726
1.14,20.278896,-9.916177,0.20565958
1.16,-13.372073,-19.690422,-0.114105515
1.18,-8.564792,-78.175644,-0.114105515
1.1999999,25.08618,-4.948938,0.20565958
1.22,10.664334,-4.468237,-0.114105515
1.24,121.23181,13.477921,-0.59375316
1.26,-18.179356,-9.435476,0.36554214
1.28,-13.372073,-13.441315,0.5254247
1.3,5.857053,-32.669334,0.20565958
1.3199999,1.049771,-14.562949,-0.114105515
1.3399999,20.278896,2.902506,-0.114105515
1.36,-27.793919,18.445162,0.045777034
1.38,29.893461,-23.856495,0.045777034
1.4,20.278896,0.018302217,0.045777034
1.42,10.664334,24.213572,-0.2739881
1.4399999,29.893461,10.75395,0.045777034
1.4599999,-3.7575107,30.302446,0.5254247
1.48,20.278896,23.412403,-0.114105515
1.5,-8.564792,4.184375,0.36554214
1.52,5.857053,-23.536026,0.20565958
1.54,-22.986637,25.174973,0.045777034
1.56,-8.564792,12.676753,0.045777034
1.5799999,-8.564792,23.412403,0.045777034
1.5999999,5.857053,56.58076,0.045777034
1.62,10.664334,-13.441315,0.20565958
1.64,49.122585,-30.426067,0.20565958
1.66,34.700745,1.9411048,0.045777034
1.68,15.471616,-22.414392,-0.114105515
1.6999999,-8.564792,6.7481112,-0.114105515
1.7199999,-8.564792,-22.414392,0.20565958
1.74,-13.372073,10.75395,-0.114105515
1.76,20.278896,-57.825993,-0.114105515
1.78,1.049771,7.228812,0.20565958
1.8,-37.40848,2.261572,0.045777034
1.8199999,-32.6012,-24.016727,0.045777034
1.8399999,39.508022,-5.429638,-0.4338706
1.86,1.049771,-21.613226,-0.4338706
1.88,-3.7575107,-11.037811,0.36554214
1.9,-8.564792,29.501278,0.36554214
1.92,-32.6012,2.261572,0.36554214
1.9399999,-32.6012,9.792548,0.20565958
1.9599999,-3.7575107,8.190214,0.36554214
1.9799999,29.893461,0.49900287,-0.114105515
2.0,-32.6012,66.675476,0.68530726
2.02,-37.40848,0.81947,0.045777034
2.04,-27.793919,38.314125,-0.114105515
2.06,-32.6012,45.845108,0.36554214
2.08,15.471616,15.24049,-0.2739881
2.1,-13.372073,52.254448,0.8451898
2.12,-66.25217,-5.910339,-0.4338706
2.1399999,-8.564792,20.528198,-0.114105515
2.1599998,-13.372073,0.33876932,0.045777034
2.18,58.737152,16.041658,-0.4338706
2.2,25.08618,21.9703,-0.2739881
2.22,5.857053,29.98198,0.36554214
2.24,-47.023045,28.700111,0.5254247
2.26,15.471616,4.6650753,-0.59375316
2.28,68.35171,-12.640147,-0.7536357
2.3,29.893461,-3.026135,-0.114105515
2.32,15.471616,-3.026135,-0.114105515
2.34,-3.7575107,14.920023,-0.2739881
2.36,-22.986637,-3.6670694,0.045777034
2.3799999,-18.179356,-0.7828655,-0.114105515
2.3999999,-8.564792,0.17853576,-0.2739881
2.4199998,20.278896,0.17853576,-0.59375316
2.44,15.471616,25.014738,-0.4338706
2.46,-18.179356,4.024141,-0.114105515
2.48,-56.637608,0.9797035,0.045777034
2.5,-13.372073,20.367966,-0.114105515
2.52,1.049771,12.196053,-0.59375316
2.54,-47.023045,6.5878778,-0.59375316
2.56,-8.564792,-8.474075,-0.2739881
2.58,20.278896,7.228812,0.045777034
2.6,-27.793919,32.70595,-0.4338706
2.62,39.508022,-12.159447,-0.7536357
2.6399999,-13.372073,30.302446,-0.2739881
2.6599998,1.049771,-2.0647337,0.5254247
2.6799998,-8.564792,-17.447153,-0.7536357
2.7,5.857053,-8.474075,-0.7536357
2.72,-8.564792,-9.275244,0.045777034
2.74,-22.986637,-29.945368,-0.4338706
2.76,-22.986637,16.20189,0.045777034
2.78,29.893461,-36.194473,-0.114105515
2.8,20.278896,-20.171124,-0.4338706
2.82,5.857053,-4.3080034,-0.2739881
2.84,-32.6012,22.77147,-0.4338706
2.86,1.049771,2.261572,-0.59375316
2.8799999,-18.179356,2.7422726,-0.2739881
2.8999999,-18.179356,-26.259996,-0.114105515
2.9199998,10.664334,24.854506,-0.114105515
2.9399998,10.664334,50.01118,-0.114105515
2.96,-18.179356,20.528198,0.36554214
2.98,-61.44489,-15.203884,-0.114105515
3.0,-27.793919,3.3832066,-0.2739881
3.02,-13.372073,4.6650753,-0.2739881
3.04,-13.372073,26.136374,0.20565958
3.06,10.664334,38.153893,0.36554214
3.08,5.857053,8.190214,0.045777034
3.1,15.471616,6.1071773,-0.2739881
3.12,-8.564792,11.715352,-0.2739881
