TIME,IP1,IV1,IV2
0.0,15.471616,0.33876932,-0.2739881
0.02,34.700745,1.3001705,-0.114105515
0.04,-32.6012,0.17853576,-0.114105515
0.06,5.857053,0.49900287,-0.114105515
0.08,-13.372073,-0.7828655,-0.2739881
0.099999994,25.08618,0.81947,-0.114105515
0.12,15.471616,0.33876932,-0.2739881
0.14,34.700745,0.9797035,0.045777034
0.16,10.664334,0.33876932,-0.114105515
0.17999999,15.471616,0.6592364,0.20565958
0.19999999,178.91919,5.145776,0.20565958
0.22,-18.179356,-0.9430991,0.5254247
0.24,34.700745,0.49900287,-0.114105515
0.26,1.049771,0.018302217,0.045777034
0.28,15.471616,2.1013381,-0.114105515
0.29999998,-18.179356,0.81947,-0.2739881
0.32,15.471616,0.018302217,0.20565958
0.34,-22.986637,0.018302217,-0.4338706
0.35999998,-42.215763,0.17853576,0.36554214
0.38,73.159,2.261572,-0.2739881
0.39999998,53.92987,1.6206378,-0.114105515
0.42,68.35171,2.4218054,0.20565958
0.44,97.195404,4.024141,-0.114105515
0.45999998,-37.40848,-0.14193134,-0.114105515
0.48,1.049771,0.17853576,-0.114105515
0.5,39.508022,0.33876932,0.045777034
0.52,20.278896,0.6592364,0.045777034
0.53999996,34.700745,2.1013381,0.045777034
0.56,5.857053,0.17853576,0.045777034
0.58,34.700745,0.81947,0.20565958
0.59999996,-32.6012,-0.14193134,0.045777034
0.62,53.92987,0.9797035,0.045777034
0.64,5.857053,0.17853576,0.045777034
0.65999997,-27.793919,-0.30216488,0.045777034
0.68,15.471616,0.6592364,-0.114105515
0.7,121.23181,2.261572,0.20565958
0.71999997,68.35171,2.7422726,-0.114105515
0.74,15.471616,0.6592364,0.045777034
0.76,29.893461,1.4604042,0.045777034
0.78,20.278896,3.2229733,0.20565958
0.79999995,-32.6012,0.49900287,-0.114105515
0.82,-32.6012,-0.9430991,0.045777034
0.84,-56.637608,-2.2249672,0.045777034
0.85999995,-215.2779,-4.948938,-0.114105515
0.88,10.664334,0.49900287,0.045777034
0.9,73.159,2.7422726,-0.114105515
0.91999996,-51.830326,-0.62263197,0.5254247
0.94,87.58084,3.0627398,0.045777034
0.96,-18.179356,-0.46239844,0.20565958
0.97999996,15.471616,1.139937,0.36554214
1.0,-13.372073,-0.30216488,0.045777034
1.02,-13.372073,-0.14193134,0.20565958
1.04,-27.793919,-0.14193134,-0.114105515
1.06,20.278896,0.81947,0.045777034
1.0799999,-51.830326,-1.1033326,-0.114105515
1.1,29.893461,1.4604042,0.045777034
1.12,102.002686,3.7036738,-0.114105515
1.14,-27.793919,0.018302217,-0.114105515
1.16,-51.830326,-0.7828655,-0.114105515
1.18,34.700745,2.1013381,-0.114105515
1.1999999,63.54443,0.49900287,0.20565958
1.22,-8.564792,-0.30216488,0.20565958
1.24,44.315308,1.6206378,-0.114105515
1.26,15.471616,0.81947,0.36554214
1.28,-13.372073,1.9411048,0.36554214
1.3,-51.830326,-0.46239844,-0.114105515
1.3199999,1.049771,0.33876932,-0.2739881
1.3399999,29.893461,1.7808713,0.36554214
1.36,-176.81964,-4.14777,0.045777034
1.38,-3.7575107,0.6592364,0.20565958
1.4,-66.25217,-2.385201,-0.114105515
1.42,39.508022,0.49900287,-0.114105515
1.4399999,92.38812,2.4218054,0.36554214
1.4599999,-18.179356,0.33876932,0.20565958
1.48,20.278896,1.6206378,0.36554214
1.5,-27.793919,0.17853576,-0.114105515
1.52,-8.564792,-0.30216488,-0.114105515
1.54,-27.793919,-0.62263197,-0.114105515
1.56,-8.564792,-0.7828655,-0.2739881
1.5799999,-42.215763,-1.1033326,-0.114105515
1.5999999,34.700745,0.9797035,-0.114105515
1.62,34.700745,0.9797035,-0.4338706
1.64,1.049771,0.33876932,-0.114105515
1.66,-47.023045,-1.5840333,-0.2739881
1.68,-32.6012,-0.62263197,-0.4338706
1.6999999,130.84637,3.0627398,-0.2739881
1.7199999,-42.215763,-0.46239844,-0.2739881
1.74,-18.179356,-0.30216488,-0.114105515
1.76,-13.372073,0.018302217,-0.4338706
1.78,-37.40848,-0.9430991,0.20565958
1.8,15.471616,0.6592364,-0.2739881
1.8199999,-3.7575107,0.81947,-0.114105515
1.8399999,-47.023045,-0.62263197,0.20565958
1.86,-239.31432,-5.2694044,0.045777034
1.88,-27.793919,-0.14193134,-0.114105515
1.9,-3.7575107,-0.30216488,-0.114105515
1.92,15.471616,1.3001705,-0.2739881
1.9399999,169.30463,4.6650753,0.045777034
1.9599999,49.122585,1.7808713,-0.114105515
1.9799999,-13.372073,0.33876932,0.20565958
2.0,-42.215763,-0.62263197,-0.114105515
2.02,-13.372073,-0.14193134,-0.114105515
2.04,39.508022,2.4218054,-0.2739881
2.06,34.700745,1.139937,-0.114105515
2.08,-47.023045,-0.7828655,0.20565958
2.1,-99.903145,-2.0647337,-0.114105515
2.12,5.857053,0.17853576,0.045777034
2.1399999,-3.7575107,0.17853576,0.20565958
2.1599998,49.122585,2.902506,-0.114105515
2.18,-8.564792,1.139937,0.36554214
2.2,-13.372073,-1.1033326,0.20565958
2.22,1.049771,-0.14193134,0.20565958
2.24,-18.179356,-0.46239844,0.045777034
2.26,-22.986637,-0.9430991,-0.4338706
2.28,-13.372073,0.49900287,0.5254247
2.3,-32.6012,-0.46239844,0.20565958
2.32,63.54443,2.7422726,0.20565958
2.34,-13.372073,0.018302217,-0.114105515
2.36,-152.78323,-4.948938,-0.114105515
2.3799999,-61.44489,-1.4237996,-0.2739881
2.3999999,15.471616,0.17853576,-0.114105515
2.4199998,-3.7575107,-0.30216488,-0.2739881
2.44,87.58084,2.7422726,0.5254247
2.46,-3.7575107,0.33876932,-0.114105515
2.48,-27.793919,-0.46239844,-0.114105515
2.5,87.58084,3.8639073,-0.2739881
2.52,-22.986637,0.33876932,-0.2739881
2.54,-13.372073,0.018302217,0.045777034
2.56,-42.215763,-0.46239844,-0.2739881
2.58,-61.44489,-0.7828655,-0.2739881
