TIME,IP1,IV1,IV2
0.0,-13.372073,-2.385201,-0.114105515
0.02,49.122585,-19.690422,-0.114105515
0.04,34.700745,-6.0705724,0.20565958
0.06,5.857053,-16.485752,0.5254247
0.08,5.857053,-7.833141,0.5254247
0.099999994,15.471616,6.5878778,0.20565958
0.12,-27.793919,0.49900287,0.20565958
0.14,49.122585,-21.613226,0.20565958
0.16,-22.986637,-2.385201,0.8451898
0.17999999,-8.564792,4.024141,0.5254247
0.19999999,-8.564792,41.358562,0.045777034
0.22,10.664334,24.694271,0.68530726
0.24,25.08618,0.33876932,0.20565958
0.26,15.471616,0.17853576,0.36554214
0.28,-22.986637,17.00306,0.045777034
0.29999998,10.664334,38.794827,-0.4338706
0.32,1.049771,-6.711507,-0.114105515
0.34,-37.40848,5.3060093,0.20565958
0.35999998,5.857053,-22.414392,0.36554214
0.38,1.049771,-15.524351,0.045777034
0.39999998,44.315308,27.578474,0.5254247
0.42,34.700745,-0.14193134,-0.114105515
0.44,49.122585,5.3060093,-0.114105515
0.45999998,49.122585,-2.7056682,-0.59375316
0.48,-32.6012,1.7808713,0.20565958
0.5,15.471616,-20.49159,0.045777034
0.52,5.857053,-3.5068357,0.045777034
0.53999996,-8.564792,-3.9875362,0.20565958
0.56,-22.986637,-13.922015,0.045777034
0.58,25.08618,-7.192207,-0.114105515
0.59999996,34.700745,-0.46239844,-0.114105515
0.62,34.700745,-28.503265,-0.59375316
0.64,-27.793919,2.902506,0.5254247
0.65999997,25.08618,6.2674108,0.5254247
0.68,34.700745,24.213572,-0.4338706
0.7,1.049771,19.566797,-0.114105515
0.71999997,25.08618,21.169132,0.045777034
0.74,10.664334,6.5878778,-0.114105515
0.76,15.471616,39.435764,0.36554214
0.78,-56.637608,12.356286,-0.2739881
0.79999995,-8.564792,-7.352441,0.5254247
0.82,-18.179356,-11.037811,0.5254247
0.84,97.195404,-27.38163,0.045777034
0.85999995,29.893461,3.5434403,0.045777034
0.88,29.893461,21.9703,0.20565958
0.9,1.049771,-10.877579,0.045777034
0.91999996,25.08618,-11.358279,0.36554214
0.94,-8.564792,1.3001705,0.20565958
0.96,-8.564792,1.3001705,0.5254247
0.97999996,1.049771,-8.794542,0.68530726
1.0,15.471616,1.9411048,0.8451898
1.02,87.58084,24.213572,0.68530726
1.04,-3.7575107,-16.005053,0.20565958
1.06,-8.564792,-17.126686,0.20565958
1.0799999,-3.7575107,-10.396878,0.20565958
1.1,1.049771,-7.833141,0.5254247
1.12,-8.564792,9.792548,0.20565958
1.14,-37.40848,1.6206378,0.20565958
1.16,25.08618,9.632316,0.5254247
1.18,-3.7575107,29.18081,0.20565958
1.1999999,-18.179356,25.976141,0.36554214
1.22,-8.564792,56.100056,0.5254247
1.24,-27.793919,2.902506,0.5254247
1.26,1.049771,14.439322,0.68530726
1.28,-3.7575107,50.491882,0.045777034
1.3,5.857053,-8.474075,-0.114105515
1.3199999,44.315308,-2.2249672,0.20565958
1.3399999,-18.179356,-41.642414,0.045777034
1.36,10.664334,0.33876932,0.36554214
