TIME,IP1,IV1,IV2
0.0,39.508022,23.893103,-0.59375316
0.02,-22.986637,-18.729021,-0.7536357
0.04,-27.793919,-1.9045002,-0.4338706
0.06,-18.179356,-34.59214,-0.2739881
0.08,10.664334,-42.924282,-0.59375316
0.099999994,-18.179356,42.159733,0.68530726
0.12,20.278896,-20.331356,0.045777034
0.14,-18.179356,-1.2635663,0.5254247
0.16,20.278896,-11.678746,-0.59375316
0.17999999,15.471616,20.528198,0.20565958
0.19999999,1.049771,-1.1033326,-0.4338706
0.22,10.664334,-0.7828655,-0.4338706
0.24,5.857053,9.952783,-0.2739881
0.26,25.08618,-19.049488,-0.2739881
0.28,-13.372073,15.72119,0.045777034
0.29999998,-22.986637,-9.916177,-0.114105515
0.32,-22.986637,-34.111435,0.36554214
0.34,10.664334,-23.856495,0.5254247
0.35999998,25.08618,-6.0705724,0.045777034
0.38,29.893461,4.9855423,0.045777034
0.39999998,-13.372073,22.611235,-0.114105515
0.42,1.049771,23.572638,-0.114105515
0.44,-22.986637,-25.138361,-0.114105515
0.45999998,25.08618,-1.1033326,-0.4338706
0.48,1.049771,-13.281082,-0.2739881
0.5,-13.372073,35.42992,0.20565958
0.52,1.049771,22.611235,0.5254247
0.53999996,58.737152,1.9411048,-0.4338706
0.56,-3.7575107,-6.711507,-0.4338706
0.58,-3.7575107,-11.037811,-0.114105515
0.59999996,-13.372073,2.1013381,0.045777034
0.62,20.278896,-13.922015,-0.114105515
0.64,-8.564792,-17.447153,1.0050724
0.65999997,15.471616,23.412403,0.20565958
0.68,-27.793919,-14.08225,0.045777034
0.7,-3.7575107,-21.292757,-0.4338706
0.71999997,-3.7575107,-2.385201,-0.114105515
0.74,-51.830326,39.115295,-0.114105515
0.76,20.278896,20.848665,-0.4338706
0.78,77.96628,10.433483,0.045777034
0.79999995,10.664334,-0.7828655,0.36554214
0.82,-42.215763,-11.83898,-0.4338706
0.84,39.508022,0.81947,0.045777034
0.85999995,-8.564792,10.593717,-0.2739881
0.88,15.471616,5.9469438,0.20565958
0.9,34.700745,-8.313842,0.5254247
0.91999996,-42.215763,-35.874004,0.045777034
0.94,15.471616,19.887262,0.045777034
0.96,-51.830326,7.0685787,-0.59375316
0.97999996,5.857053,-1.4237996,-0.2739881
1.0,5.857053,8.350447,-0.4338706
1.02,1.049771,4.6650753,-0.114105515
1.04,-22.986637,-12.479914,-0.114105515
1.06,-22.986637,11.234652,-0.59375316
1.0799999,5.857053,-1.4237996,0.20565958
1.1,-32.6012,-13.120848,-0.114105515
1.12,-8.564792,-10.717345,-0.59375316
1.14,10.664334,11.875586,-0.2739881
1.16,-13.372073,20.367966,-0.114105515
1.18,-18.179356,9.952783,0.045777034
1.1999999,10.664334,-5.589872,-0.114105515
1.22,116.42453,2.1013381,0.045777034
1.24,-8.564792,-12.640147,-0.7536357
1.26,-13.372073,48.729313,0.5254247
1.28,29.893461,-35.874004,0.20565958
1.3,49.122585,-20.812057,-0.2739881
1.3199999,29.893461,2.5820389,0.045777034
1.3399999,10.664334,10.113016,-0.2739881
1.36,-22.986637,22.130533,0.20565958
1.38,-18.179356,12.676753,0.68530726
1.4,1.049771,5.145776,0.20565958
1.42,82.77356,-2.385201,-0.114105515
